token,count,suggested_usage,source_keywords,sample_titles
26시리즈,10,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s25 플러스, 갤럭시 s26 울트라","[할인특가/미사용]갤럭시S25울트라 판매합니다 +23,24,26시리즈 | [할인특가/미사용]갤럭시S25플러스 판매합니다 +23,24,26시리즈 | [할인특가/미사용]갤럭시S25 판매합니다 +플립7,23,24,26시리즈"
미개봉자급제,10,검토 필요,"갤럭시 s25, 아이폰 17, 갤럭시 s25 울트라, 갤럭시 s26, 아이폰 17 프로 맥스, 아이폰 17 프로, 아이폰 17e",갤럭시S25울트라 미개봉자급제+케이스유리 | 갤럭시S25엣지 미개봉자급제(유리포함) | 갤럭시S26플러스 미개봉자급제+케이스추가
98만,10,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25",[98만]갤럭시S25 울트라 512기가 블랙 | [98만]S급 갤럭시S25 울트라 512기가
33,10,product_token_dictionary model 후보,"갤럭시 s25 울트라, 갤럭시 s25, 플스5",갤럭시 S25울트라 / 특S급 / 4-33
패스파인더,10,검토 필요,"아이폰 16, 갤럭시 s25 울트라, 갤럭시 s26, 아이폰 17 프로, 아이폰 17, 갤럭시 s25",갤럭시 S25 울트라 케이스 UAG 패스파인더 클리어애쉬 맥세이프 | UAG 패스파인더 케이스 (갤럭시 S26 노멀) | 아이폰16프로맥스 UAG 패스파인더 맥세이프 케이스+스트랩
선물폰,10,검토 필요,"갤럭시 s25, 갤럭시 s25 플러스, 갤럭시 s26",갤럭시S25플러스 256기가네이비 중고폰 공기계 선물폰 최저가 | [66만]갤럭시S25 네이비 256기가 선물폰 효도폰 자녀폰 | [70만]S급 갤럭시S25네이비512기가 선물폰 세컨폰
01242,10,검토 필요,"갤럭시 s25 플러스, 갤럭시 s25, 갤럭시 s26",[01242] 당일발송 갤럭시S25플러스 256GB 무잔상 미사용 새제품
50,10,product_token_dictionary model 후보,"갤럭시 s25 플러스, 갤럭시 s25, 플스5",갤럭시 S25플러스 / 특S급 / 4-50
민트급,10,검토 필요,"애플워치, 아이폰 16, 아이패드, 갤럭시 s25 플러스, 갤럭시 s25, 아이폰 15",[올갈이 민트급] 삼성 갤럭시 s25 플러스 s25+ 512GB 아이스블루 풀박스 | SSS 민트급 아이폰16프로 128GB 화이트 배터리 사이클1 100% | 아이폰16프로 256 민트급 (애케플 포함)
젤리케이스,10,검토 필요,"갤럭시 s25, 갤럭시 s26, 아이폰 17, 아이폰 17 프로, 아이폰 15","갤럭시 s24/s25 투명 범퍼 젤리케이스 | 갤럭시S26 클리어 젤리케이스, 강화유리 보호필름 | 갤럭시s26 젤리케이스"
z플립7,10,검토 필요,"갤럭시 s26, 갤럭시 s25, 갤럭시 s26 울트라, 아이폰 17 프로, 아이폰 17","[미사용/새상품] 갤럭시S25 재고정리 할인 [23,24,26,Z플립7] | 삽니다) 갤럭시 z폴드7 z플립7 s26울트라 s26플러스 s26 매입 | 매입) 갤럭시 z폴드7 z플립7 s26울트라 s26플러스 s26 삽니다"
레더,10,검토 필요,"애플워치, 갤럭시 s25, 아이폰 17, 아이패드, 맥북",삼성 정품 갤럭시 S25엣지 카인드수트 레더 커버 케이스 라이트블루 | 아이폰 17 에어 레더 케이스팝니다 | [정품] 톰브라운 블랙 레더 클러치백(아이패드12.9 사이즈)
s24풀러스,10,검토 필요,갤럭시 s25,갤럭시 s25풀러스 s24풀러스 소가죽 다이어리 케이스 | 갤럭시 s25풀러스 s24풀러스 소가죽 핸드메이드 다이어리케이스 | 갤럭시 s25풀러스 s24풀러스 사피아노 소가죽 다이어리 케이스입니다
20,10,product_token_dictionary model 후보,"갤럭시 s25, 애플워치, 갤럭시워치, 아이폰 16, 닌텐도 스위치, 플스5",갤럭시 S25 24 23 22 21 20 후면 카드 포켓 다이어리 케이스 | 갤럭시 S25 24 23 22 21 20 10 다이어리 케이스 컬러 그린 | 아이폰16재고 떨이 5/5  특가 페이백 20 리뷰&공지 필독
사전예약,10,검토 필요,"갤럭시 s26, 갤럭시 s25, 갤럭시 s26 울트라, 닌텐도 스위치",갤럭시s26울트라 512자급제 사전예약 미개봉 | 갤럭시s26 256 512자급제 사전예약 미개봉 | 갤럭시S26 사전예약 쿠폰 악세서리 쿠폰 팝니다.
10대,10,검토 필요,"갤럭시 s26, 아이폰 17, 갤럭시 s26 울트라, 아이폰 16, 아이패드",갤럭시S26울트라 10대 미사용 재고정리 선착순 한정판매 | 갤럭시S26 10대 미사용 재고정리 선착순 한정판매 | 갤럭시S26+ 10대 미사용 재고정리 선착순 한정판매
미개봉품,10,검토 필요,"닌텐도 스위치, 플스5, 갤럭시 s26, 아이폰 17",삼성 갤럭시 S26 512gb 화이트 미개봉품 팝니다(직거래) | 미개봉품 닌텐도 스위치2 포켓몬 레전드 za | 미개봉품 닌텐도 스위치 칩 여러개 팝니다
박스포함,10,검토 필요,"아이패드, 갤럭시 s26, 아이폰 17, 갤럭시 s25, 에어팟 프로",갤럭시s26 256화이트 대구 직거래가능 박스포함 | 아이폰 17 화이트 256gb 박스포함 배터리 성능 99 | 아이패드 8세대 32GB + 애플펜슬 1세대 박스포함 판매합니다
감성폰,10,검토 필요,아이폰 16,한국발송) 아이폰5s 16기가 카메라 에어드랍  감성폰 특가판매합니다. | !!감성폰!! 아이폰6s 배터리성능100% 스페이스그레이 16GB | !!감성폰!! 아이폰6s 배터리성능100% 골드 16GB 울산중고폰
다카시,10,검토 필요,"아이폰 16, 아이폰 17 프로, 아이폰 17, 아이폰 17 프로 맥스, 아이폰 15",케이스티파이 X 무라카미 다카시 아이폰 16+ | 케이스티파이 X 무라카미 다카시 블루 아이폰 16프로맥스 케이스 | 케이스티파이 무라카미 다카시 아이폰16 케이스
국내정발,10,검토 필요,"아이폰 16, 닌텐도 스위치",애플 아이폰5  16G   국내정발 상태양호 블랙 | (A급)애플 iPhone5  아이폰5  16G  국내정발 | 애플 iPhone5 아이폰5  16G   국내정발 상태양호 블랙
링스탠드,10,검토 필요,"아이폰 16, 아이폰 17 프로 맥스, 아이폰 17 프로, 아이폰 17, 아이폰 15",아이폰16프로맥스 케이스티파이 도라에몽 링스탠드 케이스 팝니다 | 미사용) 정품 케이스티파이 아이폰16프로맥스 링스탠드 케이스 팝니다 | 아이폰 16프로 맥세이프 링스탠드 헬로키티 케이스 3종
좋음,10,검토 필요,"에어팟 프로, 맥북, 아이폰 16, 애플워치, 닌텐도 스위치, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25","[상태 좋음] 아이폰 5c 전색상 판매 8기가,16기가,32기가 | 2011년 맥북프로 13인치 I5 8GB 128GB 상태 좋음 | 맥북 에어 2018 13인치 판매합니다 (상태 좋음)"
아이폰6s플러스,10,검토 필요,아이폰 16,212847 아이폰6S플러스 16GB 골드 중고폰 배터리90% | 아이폰6s플러스 16기가 스페이스그레이 | [554550] 아이폰6S플러스 16기가 골드 저렴하게 판매
화이트티타늄,10,검토 필요,"아이폰 15, 아이폰 16",아이폰 16프로 화이트티타늄 128gb+애케플 | 아이폰16프로맥스 화이트티타늄 256기가 | 아이폰 16프로 화이트티타늄 128gb + 애케플
96,10,product_token_dictionary model 후보,"애플워치, 아이폰 16, 갤럭시 s25, 아이패드, 갤럭시 s26",아이폰 16 자급제 화이트 128GB(선약가능/ 배터리 96%) | 아이폰 16프로 256기가(96% 검정점) | 갤럭시 S24 256GB A등급 앰버 옐로우 (96% 배터리 효율)
쉘핑크,10,검토 필요,"아이폰 17 프로, 아이폰 17, 아이폰 16, 아이폰 17 프로 맥스",(새상품/택포) 미닛뮤트 실버 아이폰 16프로 케이스 쉘핑크 | 미닛뮤트 케이스 실버 아이폰16프로 쉘핑크 | 17 pro max 미닛뮤트 실버 아이폰 케이스 쉘핑크 17 프로맥스
카멜무음,10,검토 필요,아이폰 16,아이폰se 로즈골드 16기가 카멜무음 배터리100% #230 | 아이폰 6골드 16기가 배터리신품 카멜무음 #66 | 아이폰 5s 스그 16기가 카멜무음 신품액정배터리 #104
인스타,10,검토 필요,"아이폰 16, 아이폰 17, 아이폰 15",119128 아이폰6S 로즈골드 16G 무잔상 인스타 배터리성능100% | 277104 아이폰6S 16 로즈골드 배터리90% 인스타 레트로 | 213093 아이폰 5S 골드 16G 인스타 빈티지 A급 배터리성능100
풀셋,10,검토 필요,"닌텐도 스위치, 애플워치, 에어팟 프로, 아이폰 16",아이폰 16프로 256 블랙티타늄 자급제 풀셋 | 에어팟 프로2  C타입 풀셋 | 에어팟프로2 8핀 (오른쪽 유닛 고장) 본체 왼쪽 풀셋
그래그,10,검토 필요,"아이폰 16, 아이폰 17, 아이폰 17 프로",[그래그] 리본 아이폰 16프로 케이스 | 그래그 GRAGG 아이폰16프로 케이스 (택포) | 아이폰16/17 GRAGG 그래그 맥세이프 더블 레이어 케이스
다마고치,10,검토 필요,"에어팟 프로, 아이폰 15, 닌텐도 스위치, 아이폰 16",주댕치 아이폰 케이스 16 프로 구치파치 다마고치 | 다마고치 스마트폰 시트 필름 아이폰13/14/15 | 다마고치 아이폰 15 프로 케이스
루이비통,10,검토 필요,"아이폰 17, 아이폰 17 프로, 아이폰 16, 아이폰 17 프로 맥스",정품 루이비통 모노그램 아이폰 케이스 16프로 | 루이비통 정품모노그램 캔버스 아이폰16프로케이스 | 루이비통 범퍼 팔라스 아이폰17프로맥스 M26927
오늘만,10,검토 필요,"아이폰 17, 아이폰 15, 에어팟 프로, 아이폰 16, 아이폰 17 프로, 아이패드, 닌텐도 스위치",아이폰 5s 골드 16GB (급전!!!! 오늘만 4만원) | 아이폰17프로 정품 케이스 미개봉 (오늘만 가격인하) | 아이폰17 정품 케이스 미개봉 (오늘만 가격인하)
오아시스,10,검토 필요,"아이폰 17, 아이폰 17 프로, 아이폰 16, 아이폰 17 프로 맥스, 아이폰 17e","아이폰 16프로 케이스티파이 오아시스 맥세이프 케이스 | 케이스티파이 아이폰 17프로맥스 오아시스 미개봉 | 오아시스 케이스티파이 콜라보 제품 아이폰 17프로 케이스, 맥세이프 카드"
글라스,10,검토 필요,"아이폰 17, 아이폰 15, 아이폰 16, 아이폰 17 프로",아이폰16 프로맥스 /오터박스 필름+글라스 | 아이폰17프로  재그 글라스+케이스 새상품 | 아이폰17프로 재그 글라스+케이스 새상품
16만,10,검토 필요,아이폰 16,아이폰XR 공기계 판매 합니다. [16만]
4종,10,검토 필요,"닌텐도 스위치, 갤럭시 s25, 아이폰 16, 아이폰 17, 아이폰 15, 애플워치, 다이슨, 갤럭시 s25 울트라",아이폰 16 프로맥스 케이스 4종 케이스티파이 실리콘 정품 | 아이폰17 맥세이프 케이스 새상품 4종 일괄 | 갤럭시 S24 울트라 512 (S급) + 고급 케이스 4종 + 강화유리
무하자,10,검토 필요,"에어팟 프로, 아이폰 17 프로, 아이폰 17, 아이폰 16, 아이폰 17 프로 맥스, 갤럭시워치",아이폰 16프로맥스 무하자 무기스 17프로맥스와 교환 원합니다 | 에어팟 프로3 무하자 오른쪽 유닛 급처!
디올,10,검토 필요,"아이패드, 아이폰 17 프로, 아이폰 17, 아이폰 15, 에어팟 프로, 아이폰 17e","디올 정품 아이폰 17프로 케이스 | 파리 디올 구매, 디올 아이폰 pro 15 max 케이스 한정판 | [중고/정품] 디올 오블리 랩탑 노트북/아이패드 케이스"
아이폰17pro,10,검토 필요,"아이폰 17, 아이폰 17 프로, 아이폰 17e",대여 렌탈 아이폰17PRO 프로 | 아이폰17pro 케이스티파이 | 아이폰17Pro 투명 케이스 MagSafe 새상품
밧데리100프로,10,검토 필요,"아이폰 17 프로, 아이폰 17",아이폰17 256G 밧데리100프로 무기스 상태최상 자급제폰 ^^
스타,10,검토 필요,"닌텐도 스위치, 애플워치, 아이폰 17, 플스5",스타 트와인 아이폰17 매트 화이트 케이스 | 스타 미개봉 애플워치se3 40mm 애플워치se3세대40mm | (스타/미드) 미개봉 애플워치se3 40mm 애플워치se3세대40mm
보조배터리,10,검토 필요,"애플워치, 아이폰 17, 아이패드, 맥북, 갤럭시워치",아이폰17 air 멕세이프 보조배터리 | Vention 65w 25000mah 보조배터리 | MFI Otterbox 맥세이프 애플워치 2in1 보조배터리
17만,10,검토 필요,아이폰 17,아이폰 12 미니 공기계 판매 합니다.[17만]
aaa,10,검토 필요,"갤럭시 s25, 갤럭시 s26",AAA 갤럭시s23 256GB 무잔상 공기계 중고폰
새배터리,10,검토 필요,"다이슨, 갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25 울트라",갤럭시s22울트라   새액정 새배터리  256G  A+급 | 다이슨 v11 호환 새배터리 | 다이슨 v11 호환 새배터리 팝니다
01804,10,검토 필요,"갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25 울트라",갤럭시S23울트라 256기가 크림 부산중고폰 01804 김해 인천
01759,10,검토 필요,"갤럭시 s25, 갤럭시 s26",A급. 갤럭시S23FE 256기가 퍼플 부산중고폰 01759 김해 인천
65698,10,검토 필요,"갤럭시 s25, 갤럭시 s26",갤럭시S23FE 256기가 민트 부산중고폰 65698 광주 인천 서울
특sss,10,검토 필요,"갤럭시 s25, 갤럭시 s26",특SSS 갤럭시s23FE 256GB 새상품급 무잔상 공기계 중고폰
s916,10,검토 필요,"갤럭시 s26, 갤럭시 s25, 갤럭시 s25 플러스",갤럭시 S23+ 플러스 (S916) 블랙 256기가 팝니다. | 갤럭시S23플러스 그라데이션 카드범퍼 케이스 S916 | 갤럭시S23플러스 심플 다이어리 케이스 S916
삼성충전기,10,검토 필요,"아이패드, 아이폰 15",[정품.미개봉]아이폰충전기 아이패드충전기 15전용충전기 이어폰 삼성충전기 | [정품2-2번]아이폰충전기 아이패드충전기 15전용충전기 이어폰 삼성충전기 | [정품2-1번]아이폰충전기 아이패드충전기 15전용충전기 이어폰 삼성충전기
게임기,10,검토 필요,"닌텐도 스위치, 아이패드, 에어팟 프로, 플스5",아이패드용 바탑 게임기 | 핑크 게임기 에어팟 프로2 케이스 + 하트 키링 | 닌텐도 스위치 OLED 화이트 게임기
파시는분들,10,검토 필요,"아이패드, 맥북, 에어팟 프로",애플박스ㅡ아이패드에어4세대   사진과 동일  중고로 파시는분들 박스 있으 | 애플박스ㅡ아이패드 에어 5세대 박스사진과 동일중고로 파시는분들 | 애플박스ㅡ아이패드 에어 4세대 박스사진과 동일중고로 파시는분들
5종,10,검토 필요,"애플워치, 플스5, 다이슨, 닌텐도 스위치",애플 스트랩 5종 + 스트랩백 팝니다 | (미사용)애플워치 에르메스 정품 스트랩 5종 | 닌텐도스위치 타이틀 5종
44m,10,검토 필요,"애플워치, 갤럭시워치",애플워치6 44m gps모델 + 정품 밀레니즈 루프 포함 | 애플워치 6 44m 스테인리스 실버 | 애플워치 se 2 44m gps 배터리 성능 100프로 팝니다
링크,10,검토 필요,"애플워치, 닌텐도 스위치, 플스5",[미개봉] 애플워치 41mm 가죽 링크 링크 S/M (잉크색상) | 애플워치 정품 38-41mm 실버색상 스댕 링크 브레이슬릿 | 애플워치 블랙 가죽 링크 스트랩
킬림,10,검토 필요,애플워치,애플워치 에르메스 킬림 오랑쥬 42mm | 애플워치 에르메스 킬림 누아 디버클 스트랩(44-49mm용) | 애플워치 정품 에르메스 킬림 오랑쥬 스트랩 42mm
오션밴드,10,검토 필요,애플워치,[S급] 애플워치 울트라 3 49mm + 오션밴드(미사용) + 나이키 밴 | 애플워치 울트라 정품 오션밴드 네이비 팝니다 | 애플워치 울트라3 블랙 오션밴드 판매합니다.
브레이드,10,검토 필요,애플워치,애플워치44/45/46mm 정품 브레이드 솔로루프 잉글리쉬 라벤더색상 사 | 애플워치44/45/46mm 정품 브레이드 솔로루프 브라이트 오렌지색상 사 | 애플워치44/45/46mm 정품 브레이드 솔로루프 핑크펀치색상 사이즈6
ds,10,검토 필요,닌텐도 스위치,"[매입] 닌텐도 삽니다 스위치, ds, 3ds, wii | [매입] 닌텐도 삽니다 스위치, ds, 3ds 게임기 , 게임칩 | (매입) 고장난 닌텐도 삽니다 (스위치 , ds , 2ds , 3ds)"
브릴리언트,10,검토 필요,닌텐도 스위치,오늘만특가!!!)) 닌텐도 스위치 포켓몬스터 브릴리언트 다이아몬드 칩 | 닌텐도 스위치 포켓몬 브릴리언트 다이아몬드 | 닌텐도 스위치 포켓몬스터 브릴리언트 다이아몬드 한글판
호그와트,10,검토 필요,"닌텐도 스위치, 플스5",닌텐도 스위치 호그와트 레거시 | 닌텐도 스위치 호그와트 레거시 새상품 | 닌텐도 스위치 호그와트 새상품
히노카미,10,검토 필요,"닌텐도 스위치, 플스5",[닌텐도 스위치] 귀멸의 칼날 히노카미 혈풍담2 | 닌텐도 스위치 귀멸의 칼날 히노카미 혈풍담 | 닌텐도 스위치 귀칼 귀멸의 칼날 히노카미 혈풍담 칩
조이스틱,10,검토 필요,"닌텐도 스위치, 플스5",(세트)(미사용)닌텐도 스위치2 미피 케이스 조이스틱 조이콘 커버 | 조이콘1 조이스틱 쏠림 고장 수리 (닌텐도 스위치1) | 닌텐도 스위치 조이스틱 조이콘 커버 냥발 더콰이즈민트그린화이트블랙그레이
왕눈,10,검토 필요,닌텐도 스위치,닌텐도 스위치 젤다 왕눈 컬렉터즈 에디션 | 닌텐도 스위치 젤다 야숨/왕눈 한글판 2종세트 | 닌텐도 스위치 젤다의 전설 티어스 오브 더 킹덤 왕눈
